tweet_id	class	begin	end	span	tweet
SMM4H2022ppi7544AVVGZnuc0	ADE	11	20	addiction	"also, yay addiction. it's drugs i need for living, but it's still dependance. every time i get a ""paxil headache"" i realize this. oh well."
SMM4H2022ppi7544AVVGZnuc0	ADE	67	77	dependance	"also, yay addiction. it's drugs i need for living, but it's still dependance. every time i get a ""paxil headache"" i realize this. oh well."
SMM4H2022ppi7544AVVGZnuc0	ADE	106	114	headache	"also, yay addiction. it's drugs i need for living, but it's still dependance. every time i get a ""paxil headache"" i realize this. oh well."
SMM4H2022XaAWQgLEpvxyryK1	ADE	96	105	depressed	gotta find an alternative to vyvanse, asap. i'd rather be sleepy &amp; happy, than alert &amp; depressed!
SMM4H2022GrUL6WTxEGFL5oAg	ADE	24	47	felt like sumo wrestler	@USER______ yeh same bk felt like sumo wrestler on it all time :( think its f****ed me 4life :( ironic as humira is used to treat artheritis
SMM4H20221q0l2kkUgIzVMMcs	ADE	48	61	urge to vomit	okay i took the seroquel and i am resisting the urge to vomit it up i feel disgusting but oh well good times good vibes don't be sad
SMM4H20221q0l2kkUgIzVMMcs	ADE	70	85	feel disgusting	okay i took the seroquel and i am resisting the urge to vomit it up i feel disgusting but oh well good times good vibes don't be sad
SMM4H202273zqs877eP0sxb4Y	ADE	48	73	cleaned my entire kitchen	why not to take vyvanse late in the day: i just cleaned my entire kitchen. it's 3am. #addproblems @USER_______
SMM4H202273zqs877eP0sxb4Y	ADE	80	83	3am	why not to take vyvanse late in the day: i just cleaned my entire kitchen. it's 3am. #addproblems @USER_______
SMM4H2022OtxIez537Esm9LMb	ADE	57	66	migraines	@USER_________ missing a day of meds is never fun. i get migraines if i don't get my effexor. do you just get super tired?
SMM4H2022OtxIez537Esm9LMb	ADE	116	121	tired	@USER_________ missing a day of meds is never fun. i get migraines if i don't get my effexor. do you just get super tired?
SMM4H2022wnNbdqMUxiWeywPm	ADE	4	8	high	i'm high af on vyvanse.
SMM4H2022NT8MvTeEFiodsFgv	ADE	90	102	pancreatitis	@USER___________ @USER______ re victoza i was prescribed this in 2010 for obesity. caused pancreatitis and digestive problems ever since
SMM4H2022NT8MvTeEFiodsFgv	ADE	107	125	digestive problems	@USER___________ @USER______ re victoza i was prescribed this in 2010 for obesity. caused pancreatitis and digestive problems ever since
SMM4H2022SPLdFkMPXmESFbQq	ADE	46	54	addicted	@USE when are you going to do true life: i am addicted to vyvanse?
SMM4H2022RXWlwwVt6yQyP4fw	ADE	33	41	headache	09.26 day 12 rivaroxaban diary:  headache, right shoulder and neck ache, lower back pain, weak knees, limping when walking.Taken paracetamol
SMM4H2022RXWlwwVt6yQyP4fw	ADE	49	57	shoulder	09.26 day 12 rivaroxaban diary:  headache, right shoulder and neck ache, lower back pain, weak knees, limping when walking.Taken paracetamol
SMM4H2022RXWlwwVt6yQyP4fw	ADE	62	71	neck ache	09.26 day 12 rivaroxaban diary:  headache, right shoulder and neck ache, lower back pain, weak knees, limping when walking.Taken paracetamol
SMM4H2022RXWlwwVt6yQyP4fw	ADE	67	71	ache	09.26 day 12 rivaroxaban diary:  headache, right shoulder and neck ache, lower back pain, weak knees, limping when walking.Taken paracetamol
SMM4H2022RXWlwwVt6yQyP4fw	ADE	73	88	lower back pain	09.26 day 12 rivaroxaban diary:  headache, right shoulder and neck ache, lower back pain, weak knees, limping when walking.Taken paracetamol
SMM4H2022RXWlwwVt6yQyP4fw	ADE	90	100	weak knees	09.26 day 12 rivaroxaban diary:  headache, right shoulder and neck ache, lower back pain, weak knees, limping when walking.Taken paracetamol
SMM4H2022RXWlwwVt6yQyP4fw	ADE	102	109	limping	09.26 day 12 rivaroxaban diary:  headache, right shoulder and neck ache, lower back pain, weak knees, limping when walking.Taken paracetamol
SMM4H2022AemspyQ0a9IPQYXw	ADE	20	29	tourettes	get asked if i have tourettes. nope. just vyvanse #twitchy @USER_______
SMM4H2022AemspyQ0a9IPQYXw	ADE	51	58	Twitchy	get asked if i have tourettes. nope. just vyvanse #twitchy @USER_______
SMM4H2022QdRrOGi2v3pRbpHE	ADE	91	100	addiction	i don't know whether my vyvanse caused my caffeine addiction or caffeine caused my vyvanse addiction.
SMM4H2022zVPXYMJEHYOlQ6Ib	ADE	68	77	addiction	rt @USER_______: i don't know whether my vyvanse caused my caffeine addiction or caffeine caused my vyvanse addiction.
SMM4H2022AJAFtU4kMAs2Yqg9	ADE	56	62	hungry	my house smells of bacon &amp; seroquel is making me so hungry i want to tear my own face off &amp; eat it or cry or maybe both at once.
SMM4H2022AJAFtU4kMAs2Yqg9	ADE	73	106	tear my own face off &amp; eat it	my house smells of bacon &amp; seroquel is making me so hungry i want to tear my own face off &amp; eat it or cry or maybe both at once.
SMM4H2022AJAFtU4kMAs2Yqg9	ADE	110	113	cry	my house smells of bacon &amp; seroquel is making me so hungry i want to tear my own face off &amp; eat it or cry or maybe both at once.
SMM4H2022QgR91vo6v6m62Q7o	ADE	51	64	whacks me out	@USER____ yup quetiapine. the normal dose at night whacks me out. i'd have been asleep til friday on double
SMM4H2022QgR91vo6v6m62Q7o	ADE	80	86	asleep	@USER____ yup quetiapine. the normal dose at night whacks me out. i'd have been asleep til friday on double
SMM4H2022quEKjdHKl010FZVp	ADE	62	65	TMJ	i'm not sure if excedrin is the right way for me to go for my tmj headaches. vyvanse + caffeine is pretty rough. ideas?
SMM4H2022quEKjdHKl010FZVp	ADE	66	75	headaches	i'm not sure if excedrin is the right way for me to go for my tmj headaches. vyvanse + caffeine is pretty rough. ideas?
SMM4H2022VNoWz2REYRTcFy6o	ADE	71	76	aches	13.08 Day 13 Rivaroxaban diary.  Pracetamol has taken away most of the aches, but still have lower back ache and weak knees.
SMM4H2022VNoWz2REYRTcFy6o	ADE	93	108	lower back ache	13.08 Day 13 Rivaroxaban diary.  Pracetamol has taken away most of the aches, but still have lower back ache and weak knees.
SMM4H2022VNoWz2REYRTcFy6o	ADE	113	123	weak knees	13.08 Day 13 Rivaroxaban diary.  Pracetamol has taken away most of the aches, but still have lower back ache and weak knees.
SMM4H2022GiUloKHmhkRr7RfK	ADE	53	57	sick	@USER______ I don't know that one, but metho made me sick  everyday I took it. I had to stop. Enbrel has worked wonders for me .. so far
SMM4H2022dlfE0CN0EQZ8Yycc	ADE	14	22	allergic	@USER____ i'm allergic to enbrel :-( bad reaction
SMM4H2022gAqLbjRYmWBB6p2q	ADE	68	72	sick	rt @USER____: @USER______ i don't know that one, but metho made me sick  everyday i took it. i had to stop. enbrel has worked wonders for m'
SMM4H2022dh7rJkBPm1DWMRQ3	ADE	40	56	hating the world	just wondering where the side effect of hating the world is stated on vyvanse advertisements?
SMM4H202297JG3GRL0r7F3oii	ADE	82	97	steal your soul	"this lamictal shit ain't cuttin the mustard; any ""mood stabilizers"" that don't steal your soul &amp; make u a bloated zombie a la britney?"
SMM4H202297JG3GRL0r7F3oii	ADE	113	120	bloated	"this lamictal shit ain't cuttin the mustard; any ""mood stabilizers"" that don't steal your soul &amp; make u a bloated zombie a la britney?"
SMM4H202297JG3GRL0r7F3oii	ADE	121	127	zombie	"this lamictal shit ain't cuttin the mustard; any ""mood stabilizers"" that don't steal your soul &amp; make u a bloated zombie a la britney?"
SMM4H2022JgPZ75dlpC8C6C3H	ADE	51	70	not working as well	@USER___________ SSRIs were great for me for ages, not working as well now. Thus Seroquel.  I’m also on Clonazepam, makes me sleepy too.
SMM4H2022JgPZ75dlpC8C6C3H	ADE	125	131	sleepy	@USER___________ SSRIs were great for me for ages, not working as well now. Thus Seroquel.  I’m also on Clonazepam, makes me sleepy too.
SMM4H2022rePGx8abzfugJCVH	ADE	56	78	like taking rat poison	@USER_________ cipro and flagyl are the absolute worst. like taking rat poison.
SMM4H2022FLGHUTXktB5H1zIS	ADE	122	136	worsening pain	@USER________ @USER____ I tried Baclofen, another common muscle relaxer, and had too many side-effects from it, including worsening pain.
SMM4H2022nWaoQ8tSxj8QFmkG	ADE	53	62	hypomania	@USER___ the Effexor may have been pushing me toward hypomania, so we are trying just an ssri, then see if a mood stabilizer is needed.
SMM4H2022Fk2pL4jxbiufAQz2	ADE	22	37	sleep paralysis	seroquel left me with sleep paralysis. abilify left me with occasional muscle spasms. i've been off of both for nearly a decade.
SMM4H2022Fk2pL4jxbiufAQz2	ADE	71	84	muscle spasms	seroquel left me with sleep paralysis. abilify left me with occasional muscle spasms. i've been off of both for nearly a decade.
SMM4H2022Fk2pL4jxbiufAQz2	ADE	71	84	muscle spasms	seroquel left me with sleep paralysis. abilify left me with occasional muscle spasms. i've been off of both for nearly a decade.
SMM4H202229fanYISYc0jXnR2	ADE	47	52	tired	@USER__________ ugh the olanzapine makes me so tired :(
SMM4H2022ZoKc24UU9qSskusS	ADE	84	106	blood pressure dropped	@USER______ @USER_____ when i weaned myself off paxil, slower than recommended, my blood pressure dropped so bad i couldn't walk for a week.
SMM4H2022ZoKc24UU9qSskusS	ADE	116	129	couldn't walk	@USER______ @USER_____ when i weaned myself off paxil, slower than recommended, my blood pressure dropped so bad i couldn't walk for a week.
SMM4H2022oartCOZedxGoF34r	ADE	38	47	sex drive	gimme one reason why i shouldn't have sex drive / libido. i accept this as a part of withdrawal symptoms from venlafaxine. :o
SMM4H2022oartCOZedxGoF34r	ADE	50	56	libido	gimme one reason why i shouldn't have sex drive / libido. i accept this as a part of withdrawal symptoms from venlafaxine. :o
SMM4H2022oartCOZedxGoF34r	ADE	85	95	withdrawal	gimme one reason why i shouldn't have sex drive / libido. i accept this as a part of withdrawal symptoms from venlafaxine. :o
SMM4H2022seOX3nx6bNIH0lhF	ADE	85	94	screaming	i called for my effexor refill on wednesday. i was out. it's sunday and i can't stop screaming and crying
SMM4H2022seOX3nx6bNIH0lhF	ADE	99	105	crying	i called for my effexor refill on wednesday. i was out. it's sunday and i can't stop screaming and crying
SMM4H2022zoIyzS080QH8bpUP	ADE	1	15	arms stil hurt	arms stil hurt. cipro to tendons is like a razor to rope: cut it partway through, makes it weaker &amp; won't heal ever. damned cipro.
SMM4H2022zoIyzS080QH8bpUP	ADE	26	57	tendons is like a razor to rope	arms stil hurt. cipro to tendons is like a razor to rope: cut it partway through, makes it weaker &amp; won't heal ever. damned cipro.
SMM4H2022zoIyzS080QH8bpUP	ADE	92	98	weaker	arms stil hurt. cipro to tendons is like a razor to rope: cut it partway through, makes it weaker &amp; won't heal ever. damned cipro.
SMM4H2022zoIyzS080QH8bpUP	ADE	105	115	won't heal	arms stil hurt. cipro to tendons is like a razor to rope: cut it partway through, makes it weaker &amp; won't heal ever. damned cipro.
SMM4H20221sHBtdZJBsGJ3LwR	ADE	28	33	tired	Eurgh! Last time I was this tired, I was on a four day antidepressant cocktail binge.  #seroxat #sertraline #fluoxitine #lithium
SMM4H2022fREh2XI74TWyahQ6	ADE	16	31	lower back pain	rivaroxaban 2/2 lower back pain. not very pc but am crippled by this drug. taking more paracetamols. must ring for 'phone consultation.
SMM4H2022fREh2XI74TWyahQ6	ADE	52	60	crippled	rivaroxaban 2/2 lower back pain. not very pc but am crippled by this drug. taking more paracetamols. must ring for 'phone consultation.
SMM4H2022TVN7KsMM5gevyWhp	ADE	64	78	neuro problems	@USER_________ i was on enbrel for 8 years have since developed neuro problems (ataxia) wish id never taken it side effects not worth risks
SMM4H2022TVN7KsMM5gevyWhp	ADE	80	86	ataxia	@USER_________ i was on enbrel for 8 years have since developed neuro problems (ataxia) wish id never taken it side effects not worth risks
SMM4H2022kvYkDcRL5CIlilM5	ADE	24	36	felt nothing	@USER____ I essentially felt nothing on them. Great for anxiety, bad for living. Coming off klonopin and paxil was hell though.
SMM4H2022kvYkDcRL5CIlilM5	ADE	81	119	coming off klonopin and paxil was hell	@USER____ I essentially felt nothing on them. Great for anxiety, bad for living. Coming off klonopin and paxil was hell though.
SMM4H2022YJppxwANJQSY1m9x	ADE	41	46	dream	@USER____ i think it was an anxiety meds dream. damn quetiapine.
SMM4H20223cfivADgM73dcaqE	ADE	122	143	groggy in the morning	@USER_________ quetiapine. very low dose even with increase. helps me get to sleep (&amp; eat in general) but feel really groggy in the morning
SMM4H2022iCyAAqhPCL1hN6sz	ADE	106	113	painful	03.00 day 19 rivaroxaban diary. just taken 2 paracetamol. probabably will take 70 minutes to work. a long painful night ahead.
SMM4H2022xEKriuQOHMJvxv6S	ADE	17	22	burns	your humira shot burns with the power of a thousand suns #ibdfmlmoments #crohns #ibd #uc
SMM4H2022Uha48w7IbkKucWEv	ADE	89	94	hurts	today is the day for my biweekly humira injection, any volunteers to take it for me?  It hurts.
SMM4H2022vMG4BOxp9R3ylT60	ADE	61	70	zombified	new dx: dysthymia. start seroquel (which i've had before. it zombified me iirc).
SMM4H2022faF270d5ACiHD09X	ADE	37	41	flat	@USER_________ Depakote made me feel flat, but helps many. Zyprexa can cause weight gain, so be very careful. I can't tolerate it.
SMM4H2022faF270d5ACiHD09X	ADE	77	88	weight gain	@USER_________ Depakote made me feel flat, but helps many. Zyprexa can cause weight gain, so be very careful. I can't tolerate it.
SMM4H2022EyMGRETJHSunPFam	ADE	52	68	messed up dreams	takin anbien &amp;seroquel for bad insomnia gives u messed up dreams doc saids its normal
SMM4H2022mvBLdiGdRpznis6F	ADE	83	95	racing heart	been on humira now short period 4 to 6 injections no noticeable change in pain but racing heart and palpitations. mtx at 1ml injection.
SMM4H2022mvBLdiGdRpznis6F	ADE	100	112	palpitations	been on humira now short period 4 to 6 injections no noticeable change in pain but racing heart and palpitations. mtx at 1ml injection.
SMM4H2022vDOYDgyJZxi3AfWr	ADE	4	16	not sleeping	hey not sleeping. #hotflashes #menopause #effexor
SMM4H20223tmTYWiaG5Gx8AXQ	ADE	112	124	messed me up	@USER________ i think it's an snri, i'm not even sure. it's viibryd. but none of my anti-depressants have ever messed me up like this before
SMM4H2022jT1k3ZJRIRFr8vdN	ADE	47	52	aches	19.32 day 20 rivaroxaban diary. still residual aches and pains; only had 4 paracetamol today.
SMM4H2022jT1k3ZJRIRFr8vdN	ADE	57	62	pains	19.32 day 20 rivaroxaban diary. still residual aches and pains; only had 4 paracetamol today.
SMM4H2022mwTwNQe8c7qELvoj	ADE	29	39	withdrawal	i better go to bed.. effexor withdrawal makes me feel kinda terrible ugh.
SMM4H2022mwTwNQe8c7qELvoj	ADE	49	68	feel kinda terrible	i better go to bed.. effexor withdrawal makes me feel kinda terrible ugh.
SMM4H2022VCg967jaRwauB7M6	ADE	39	51	gained 40lbs	@USER_________ i was on quetiapine and gained 40lbs &lt;wall&gt; so i am not even trying olanzapine. they gave me abilify cause it not supposed to
SMM4H2022TVxkoVV8POivz2cg	ADE	102	130	inside i was still screaming	@USER_______ i 'served' 6months of fluoxetine-time around 18 years ago, it put a smile on my face but inside i was still screaming. :(
SMM4H2022gdrlP9V98OjgYn1h	ADE	101	121	"metabolic"""" syndrome"	"@USER______ @USER________ what i take is serious. i never was informed ahead of time. i could get ""metabolic"" syndrome from seroquel."
SMM4H2022WhYWRNGFEkALdgiB	ADE	17	30	knocks me out	half of seroquel knocks me out so fast and im asleep for at least 10 hours...
SMM4H2022UjUoWAcioXwoXrmN	ADE	39	52	muscle spasms	08.55 day 21 rivaroxaban diary strange muscle spasms especially in neck shoulders and legs. no more fluid retention. more mobile.
SMM4H2022UjUoWAcioXwoXrmN	ADE	100	115	fluid retention	08.55 day 21 rivaroxaban diary strange muscle spasms especially in neck shoulders and legs. no more fluid retention. more mobile.
SMM4H2022UjUoWAcioXwoXrmN	ADE	122	128	mobile	08.55 day 21 rivaroxaban diary strange muscle spasms especially in neck shoulders and legs. no more fluid retention. more mobile.
SMM4H2022DtQbxC8jee3yAjEg	ADE	84	88	Rash	#epilepsy is sucktastic. neuro appt monday to discuss a third med after getting the rash with lamotrigine and the glaucoma with topiramate.
SMM4H2022DtQbxC8jee3yAjEg	ADE	114	122	Glaucoma	#epilepsy is sucktastic. neuro appt monday to discuss a third med after getting the rash with lamotrigine and the glaucoma with topiramate.
SMM4H2022rEAo0MhuRcPQGMcx	ADE	119	135	shot my daughter	@USER________ @USER_________ my step-dad was on Effexer,taking supplements for energy and drinking like a fish when he shot my daughter&me
SMM4H2022x224e9kpbUotQ83B	ADE	21	28	lo0o0py	this seroquel got me lo0o0py as helll.  this status took me at least thirty minutes to type i keep waking up without knowing i feel asleep
SMM4H2022x224e9kpbUotQ83B	ADE	69	91	thirty minutes to type	this seroquel got me lo0o0py as helll.  this status took me at least thirty minutes to type i keep waking up without knowing i feel asleep
SMM4H2022x224e9kpbUotQ83B	ADE	99	138	waking up without knowing I feel asleep	this seroquel got me lo0o0py as helll.  this status took me at least thirty minutes to type i keep waking up without knowing i feel asleep
SMM4H2022bRO6gxOfmAidtYpq	ADE	52	57	pains	rivaroxaban diary day 22. am beginning to think all pains from pressure on that part of body are due to fluid retention.
